// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

WorkloadActual  71: 1 op, 1170000.00 ns, 1.1700 ms/op
WorkloadActual  72: 1 op, 1150100.00 ns, 1.1501 ms/op
WorkloadActual  73: 1 op, 1160800.00 ns, 1.1608 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 1094000.00 ns, 1.0940 ms/op
WorkloadResult   2: 1 op, 1109800.00 ns, 1.1098 ms/op
WorkloadResult   3: 1 op, 1127700.00 ns, 1.1277 ms/op
WorkloadResult   4: 1 op, 1110100.00 ns, 1.1101 ms/op
WorkloadResult   5: 1 op, 1117000.00 ns, 1.1170 ms/op
WorkloadResult   6: 1 op, 1120300.00 ns, 1.1203 ms/op
WorkloadResult   7: 1 op, 1110500.00 ns, 1.1105 ms/op
WorkloadResult   8: 1 op, 1072200.00 ns, 1.0722 ms/op
WorkloadResult   9: 1 op, 1104000.00 ns, 1.1040 ms/op
WorkloadResult  10: 1 op, 1085200.00 ns, 1.0852 ms/op
WorkloadResult  11: 1 op, 1096900.00 ns, 1.0969 ms/op
WorkloadResult  12: 1 op, 1103200.00 ns, 1.1032 ms/op
WorkloadResult  13: 1 op, 1005300.00 ns, 1.0053 ms/op
WorkloadResult  14: 1 op, 995300.00 ns, 995.3000 us/op
WorkloadResult  15: 1 op, 971300.00 ns, 971.3000 us/op
WorkloadResult  16: 1 op, 971100.00 ns, 971.1000 us/op
WorkloadResult  17: 1 op, 1124900.00 ns, 1.1249 ms/op
WorkloadResult  18: 1 op, 1075400.00 ns, 1.0754 ms/op
WorkloadResult  19: 1 op, 1108900.00 ns, 1.1089 ms/op
WorkloadResult  20: 1 op, 1088700.00 ns, 1.0887 ms/op
WorkloadResult  21: 1 op, 1122800.00 ns, 1.1228 ms/op
WorkloadResult  22: 1 op, 1087300.00 ns, 1.0873 ms/op
WorkloadResult  23: 1 op, 1110100.00 ns, 1.1101 ms/op
WorkloadResult  24: 1 op, 1103900.00 ns, 1.1039 ms/op
WorkloadResult  25: 1 op, 1113800.00 ns, 1.1138 ms/op
WorkloadResult  26: 1 op, 1129700.00 ns, 1.1297 ms/op
WorkloadResult  27: 1 op, 1122600.00 ns, 1.1226 ms/op
WorkloadResult  28: 1 op, 1141700.00 ns, 1.1417 ms/op
WorkloadResult  29: 1 op, 1128800.00 ns, 1.1288 ms/op
WorkloadResult  30: 1 op, 1144300.00 ns, 1.1443 ms/op
WorkloadResult  31: 1 op, 1120000.00 ns, 1.1200 ms/op
WorkloadResult  32: 1 op, 1128300.00 ns, 1.1283 ms/op
WorkloadResult  33: 1 op, 1104700.00 ns, 1.1047 ms/op
WorkloadResult  34: 1 op, 1123800.00 ns, 1.1238 ms/op
WorkloadResult  35: 1 op, 1114100.00 ns, 1.1141 ms/op
WorkloadResult  36: 1 op, 1105400.00 ns, 1.1054 ms/op
WorkloadResult  37: 1 op, 1212500.00 ns, 1.2125 ms/op
WorkloadResult  38: 1 op, 1124000.00 ns, 1.1240 ms/op
WorkloadResult  39: 1 op, 1136500.00 ns, 1.1365 ms/op
WorkloadResult  40: 1 op, 1123500.00 ns, 1.1235 ms/op
WorkloadResult  41: 1 op, 1123400.00 ns, 1.1234 ms/op
WorkloadResult  42: 1 op, 1144100.00 ns, 1.1441 ms/op
WorkloadResult  43: 1 op, 1144600.00 ns, 1.1446 ms/op
WorkloadResult  44: 1 op, 1155400.00 ns, 1.1554 ms/op
WorkloadResult  45: 1 op, 1149000.00 ns, 1.1490 ms/op
WorkloadResult  46: 1 op, 1170600.00 ns, 1.1706 ms/op
WorkloadResult  47: 1 op, 1197500.00 ns, 1.1975 ms/op
WorkloadResult  48: 1 op, 1164600.00 ns, 1.1646 ms/op
WorkloadResult  49: 1 op, 1161100.00 ns, 1.1611 ms/op
WorkloadResult  50: 1 op, 1163700.00 ns, 1.1637 ms/op
WorkloadResult  51: 1 op, 1164000.00 ns, 1.1640 ms/op
WorkloadResult  52: 1 op, 1155900.00 ns, 1.1559 ms/op
WorkloadResult  53: 1 op, 1161700.00 ns, 1.1617 ms/op
WorkloadResult  54: 1 op, 1182800.00 ns, 1.1828 ms/op
WorkloadResult  55: 1 op, 1051400.00 ns, 1.0514 ms/op
WorkloadResult  56: 1 op, 1035800.00 ns, 1.0358 ms/op
WorkloadResult  57: 1 op, 1036000.00 ns, 1.0360 ms/op
WorkloadResult  58: 1 op, 1038600.00 ns, 1.0386 ms/op
WorkloadResult  59: 1 op, 1011400.00 ns, 1.0114 ms/op
WorkloadResult  60: 1 op, 1063000.00 ns, 1.0630 ms/op
WorkloadResult  61: 1 op, 1226800.00 ns, 1.2268 ms/op
WorkloadResult  62: 1 op, 1171000.00 ns, 1.1710 ms/op
WorkloadResult  63: 1 op, 1123900.00 ns, 1.1239 ms/op
WorkloadResult  64: 1 op, 1169700.00 ns, 1.1697 ms/op
WorkloadResult  65: 1 op, 1149800.00 ns, 1.1498 ms/op
WorkloadResult  66: 1 op, 1160500.00 ns, 1.1605 ms/op

// AfterAll
// Benchmark Process 7784 has exited with code 0

Mean = 1.115 ms, StdErr = 0.006 ms (0.58%), N = 66, StdDev = 0.052 ms
Min = 0.971 ms, Q1 = 1.098 ms, Median = 1.123 ms, Q3 = 1.148 ms, Max = 1.227 ms
IQR = 0.049 ms, LowerFence = 1.024 ms, UpperFence = 1.222 ms
ConfidenceInterval = [1.092 ms; 1.137 ms] (CI 99.9%), Margin = 0.022 ms (1.99% of Mean)
Skewness = -0.77, Kurtosis = 3.72, MValue = 2

// **************************
// Benchmark: OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.OptimizedReflectionObjectMapperBenchMark.AsArray(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 17 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-VEGFAQ(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 325400.00 ns, 325.4000 us/op
WorkloadJitting  1: 1 op, 2191756400.00 ns, 2.1918 s/op

OverheadWarmup   1: 1 op, 12200.00 ns, 12.2000 us/op
OverheadWarmup   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   3: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   6: 1 op, 600.00 ns, 600.0000 ns/op
OverheadWarmup   7: 1 op, 400.00 ns, 400.0000 ns/op

OverheadActual   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   3: 1 op, 1600.00 ns, 1.6000 us/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   7: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   8: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  11: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  12: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  13: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  14: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  15: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  16: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  17: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  18: 1 op, 700.00 ns, 700.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 400.00 ns, 400.0000 ns/op

WorkloadWarmup   1: 1 op, 2007081500.00 ns, 2.0071 s/op
WorkloadWarmup   2: 1 op, 2003361600.00 ns, 2.0034 s/op
WorkloadWarmup   3: 1 op, 2001811300.00 ns, 2.0018 s/op
WorkloadWarmup   4: 1 op, 2004025200.00 ns, 2.0040 s/op
WorkloadWarmup   5: 1 op, 2001919200.00 ns, 2.0019 s/op
WorkloadWarmup   6: 1 op, 2000888600.00 ns, 2.0009 s/op
WorkloadWarmup   7: 1 op, 2002786200.00 ns, 2.0028 s/op
WorkloadWarmup   8: 1 op, 2007297100.00 ns, 2.0073 s/op
WorkloadWarmup   9: 1 op, 2003276500.00 ns, 2.0033 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 2012711300.00 ns, 2.0127 s/op
WorkloadActual   2: 1 op, 2014338900.00 ns, 2.0143 s/op
WorkloadActual   3: 1 op, 2042112500.00 ns, 2.0421 s/op
WorkloadActual   4: 1 op, 2040295300.00 ns, 2.0403 s/op
WorkloadActual   5: 1 op, 2016161900.00 ns, 2.0162 s/op
WorkloadActual   6: 1 op, 2016300100.00 ns, 2.0163 s/op
WorkloadActual   7: 1 op, 4221131600.00 ns, 4.2211 s/op
WorkloadActual   8: 1 op, 2018905400.00 ns, 2.0189 s/op
WorkloadActual   9: 1 op, 2011628900.00 ns, 2.0116 s/op
WorkloadActual  10: 1 op, 4212842200.00 ns, 4.2128 s/op
WorkloadActual  11: 1 op, 2029437400.00 ns, 2.0294 s/op
WorkloadActual  12: 1 op, 2019531900.00 ns, 2.0195 s/op
WorkloadActual  13: 1 op, 2025507700.00 ns, 2.0255 s/op
WorkloadActual  14: 1 op, 2077782200.00 ns, 2.0778 s/op
WorkloadActual  15: 1 op, 2025181300.00 ns, 2.0252 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 2012710900.00 ns, 2.0127 s/op
WorkloadResult   2: 1 op, 2014338500.00 ns, 2.0143 s/op
WorkloadResult   3: 1 op, 2042112100.00 ns, 2.0421 s/op
WorkloadResult   4: 1 op, 2040294900.00 ns, 2.0403 s/op
WorkloadResult   5: 1 op, 2016161500.00 ns, 2.0162 s/op
WorkloadResult   6: 1 op, 2016299700.00 ns, 2.0163 s/op
WorkloadResult   7: 1 op, 2018905000.00 ns, 2.0189 s/op
WorkloadResult   8: 1 op, 2011628500.00 ns, 2.0116 s/op
WorkloadResult   9: 1 op, 2029437000.00 ns, 2.0294 s/op
WorkloadResult  10: 1 op, 2019531500.00 ns, 2.0195 s/op
WorkloadResult  11: 1 op, 2025507300.00 ns, 2.0255 s/op
WorkloadResult  12: 1 op, 2077781800.00 ns, 2.0778 s/op
WorkloadResult  13: 1 op, 2025180900.00 ns, 2.0252 s/op

// AfterAll
// Benchmark Process 17352 has exited with code 0

Mean = 2.027 s, StdErr = 0.005 s (0.25%), N = 13, StdDev = 0.018 s
Min = 2.012 s, Q1 = 2.016 s, Median = 2.020 s, Q3 = 2.029 s, Max = 2.078 s
IQR = 0.013 s, LowerFence = 1.996 s, UpperFence = 2.049 s
ConfidenceInterval = [2.005 s; 2.049 s] (CI 99.9%), Margin = 0.022 s (1.07% of Mean)
Skewness = 1.62, Kurtosis = 4.92, MValue = 2

// ** Remained 6 benchmark(s) to run **
Run time: 00:01:09 (69.33 sec), executed benchmarks: 6

// Found 6 benchmarks:
//   ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.ReflectionObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 18 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-WRWFYC(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 470100.00 ns, 470.1000 us/op
WorkloadJitting  1: 1 op, 147901700.00 ns, 147.9017 ms/op

OverheadWarmup   1: 1 op, 2700.00 ns, 2.7000 us/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 937800.00 ns, 937.8000 us/op
WorkloadWarmup   2: 1 op, 872400.00 ns, 872.4000 us/op
WorkloadWarmup   3: 1 op, 908500.00 ns, 908.5000 us/op
WorkloadWarmup   4: 1 op, 1010500.00 ns, 1.0105 ms/op
WorkloadWarmup   5: 1 op, 1003300.00 ns, 1.0033 ms/op
WorkloadWarmup   6: 1 op, 893400.00 ns, 893.4000 us/op
WorkloadWarmup   7: 1 op, 903600.00 ns, 903.6000 us/op
WorkloadWarmup   8: 1 op, 871000.00 ns, 871.0000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 863500.00 ns, 863.5000 us/op
WorkloadActual   2: 1 op, 868600.00 ns, 868.6000 us/op
WorkloadActual   3: 1 op, 882900.00 ns, 882.9000 us/op
WorkloadActual   4: 1 op, 946100.00 ns, 946.1000 us/op
WorkloadActual   5: 1 op, 1002100.00 ns, 1.0021 ms/op
WorkloadActual   6: 1 op, 859800.00 ns, 859.8000 us/op
WorkloadActual   7: 1 op, 885700.00 ns, 885.7000 us/op
WorkloadActual   8: 1 op, 858700.00 ns, 858.7000 us/op
WorkloadActual   9: 1 op, 859900.00 ns, 859.9000 us/op
WorkloadActual  10: 1 op, 858300.00 ns, 858.3000 us/op
WorkloadActual  11: 1 op, 966700.00 ns, 966.7000 us/op
WorkloadActual  12: 1 op, 970800.00 ns, 970.8000 us/op
WorkloadActual  13: 1 op, 883600.00 ns, 883.6000 us/op
WorkloadActual  14: 1 op, 884100.00 ns, 884.1000 us/op
WorkloadActual  15: 1 op, 869900.00 ns, 869.9000 us/op
WorkloadActual  16: 1 op, 858600.00 ns, 858.6000 us/op
WorkloadActual  17: 1 op, 863800.00 ns, 863.8000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 863300.00 ns, 863.3000 us/op
WorkloadResult   2: 1 op, 868400.00 ns, 868.4000 us/op
WorkloadResult   3: 1 op, 882700.00 ns, 882.7000 us/op
WorkloadResult   4: 1 op, 859600.00 ns, 859.6000 us/op
WorkloadResult   5: 1 op, 885500.00 ns, 885.5000 us/op
WorkloadResult   6: 1 op, 858500.00 ns, 858.5000 us/op
WorkloadResult   7: 1 op, 859700.00 ns, 859.7000 us/op
WorkloadResult   8: 1 op, 858100.00 ns, 858.1000 us/op
WorkloadResult   9: 1 op, 883400.00 ns, 883.4000 us/op
WorkloadResult  10: 1 op, 883900.00 ns, 883.9000 us/op
WorkloadResult  11: 1 op, 869700.00 ns, 869.7000 us/op
WorkloadResult  12: 1 op, 858400.00 ns, 858.4000 us/op
WorkloadResult  13: 1 op, 863600.00 ns, 863.6000 us/op

// AfterAll
// Benchmark Process 17932 has exited with code 0

Mean = 868.831 μs, StdErr = 3.067 μs (0.35%), N = 13, StdDev = 11.059 μs
Min = 858.100 μs, Q1 = 859.600 μs, Median = 863.600 μs, Q3 = 882.700 μs, Max = 885.500 μs
IQR = 23.100 μs, LowerFence = 824.950 μs, UpperFence = 917.350 μs
ConfidenceInterval = [855.587 μs; 882.075 μs] (CI 99.9%), Margin = 13.244 μs (1.52% of Mean)
Skewness = 0.48, Kurtosis = 1.35, MValue = 2

// **************************
// Benchmark: ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.ReflectionObjectMapperBenchMark.AsArray(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 19 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-VWJIRA(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 323500.00 ns, 323.5000 us/op
WorkloadJitting  1: 1 op, 160748600.00 ns, 160.7486 ms/op

OverheadWarmup   1: 1 op, 3300.00 ns, 3.3000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   7: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 8166800.00 ns, 8.1668 ms/op
WorkloadWarmup   2: 1 op, 7752900.00 ns, 7.7529 ms/op
WorkloadWarmup   3: 1 op, 8241100.00 ns, 8.2411 ms/op
WorkloadWarmup   4: 1 op, 8035100.00 ns, 8.0351 ms/op
WorkloadWarmup   5: 1 op, 7787100.00 ns, 7.7871 ms/op
WorkloadWarmup   6: 1 op, 7854700.00 ns, 7.8547 ms/op
WorkloadWarmup   7: 1 op, 7976400.00 ns, 7.9764 ms/op
WorkloadWarmup   8: 1 op, 7763900.00 ns, 7.7639 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 8209300.00 ns, 8.2093 ms/op
WorkloadActual   2: 1 op, 8017300.00 ns, 8.0173 ms/op
WorkloadActual   3: 1 op, 7808800.00 ns, 7.8088 ms/op
WorkloadActual   4: 1 op, 8176000.00 ns, 8.1760 ms/op
WorkloadActual   5: 1 op, 8007400.00 ns, 8.0074 ms/op
WorkloadActual   6: 1 op, 7815100.00 ns, 7.8151 ms/op
WorkloadActual   7: 1 op, 8363800.00 ns, 8.3638 ms/op
WorkloadActual   8: 1 op, 8107300.00 ns, 8.1073 ms/op
WorkloadActual   9: 1 op, 7815300.00 ns, 7.8153 ms/op
WorkloadActual  10: 1 op, 7963900.00 ns, 7.9639 ms/op
WorkloadActual  11: 1 op, 8257600.00 ns, 8.2576 ms/op
WorkloadActual  12: 1 op, 7777500.00 ns, 7.7775 ms/op
WorkloadActual  13: 1 op, 8320000.00 ns, 8.3200 ms/op
WorkloadActual  14: 1 op, 8077000.00 ns, 8.0770 ms/op
WorkloadActual  15: 1 op, 8079500.00 ns, 8.0795 ms/op
WorkloadActual  16: 1 op, 7882700.00 ns, 7.8827 ms/op
WorkloadActual  17: 1 op, 7993300.00 ns, 7.9933 ms/op
WorkloadActual  18: 1 op, 8017500.00 ns, 8.0175 ms/op
WorkloadActual  19: 1 op, 7952100.00 ns, 7.9521 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 8209100.00 ns, 8.2091 ms/op
WorkloadResult   2: 1 op, 8017100.00 ns, 8.0171 ms/op
WorkloadResult   3: 1 op, 7808600.00 ns, 7.8086 ms/op
WorkloadResult   4: 1 op, 8175800.00 ns, 8.1758 ms/op
WorkloadResult   5: 1 op, 8007200.00 ns, 8.0072 ms/op
WorkloadResult   6: 1 op, 7814900.00 ns, 7.8149 ms/op
WorkloadResult   7: 1 op, 8363600.00 ns, 8.3636 ms/op
WorkloadResult   8: 1 op, 8107100.00 ns, 8.1071 ms/op
WorkloadResult   9: 1 op, 7815100.00 ns, 7.8151 ms/op
WorkloadResult  10: 1 op, 7963700.00 ns, 7.9637 ms/op
WorkloadResult  11: 1 op, 8257400.00 ns, 8.2574 ms/op
WorkloadResult  12: 1 op, 7777300.00 ns, 7.7773 ms/op
WorkloadResult  13: 1 op, 8319800.00 ns, 8.3198 ms/op
WorkloadResult  14: 1 op, 8076800.00 ns, 8.0768 ms/op
WorkloadResult  15: 1 op, 8079300.00 ns, 8.0793 ms/op
WorkloadResult  16: 1 op, 7882500.00 ns, 7.8825 ms/op
WorkloadResult  17: 1 op, 7993100.00 ns, 7.9931 ms/op
WorkloadResult  18: 1 op, 8017300.00 ns, 8.0173 ms/op
WorkloadResult  19: 1 op, 7951900.00 ns, 7.9519 ms/op

// AfterAll
// Benchmark Process 16280 has exited with code 0

Mean = 8.034 ms, StdErr = 0.040 ms (0.50%), N = 19, StdDev = 0.175 ms
Min = 7.777 ms, Q1 = 7.917 ms, Median = 8.017 ms, Q3 = 8.141 ms, Max = 8.364 ms
IQR = 0.224 ms, LowerFence = 7.581 ms, UpperFence = 8.478 ms
ConfidenceInterval = [7.876 ms; 8.191 ms] (CI 99.9%), Margin = 0.157 ms (1.96% of Mean)
Skewness = 0.26, Kurtosis = 1.94, MValue = 2

// **************************
// Benchmark: ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
// *** Execute ***
// Launch: 1 / 1
